admin2_name,RP_2,RP_5,RP_10,RP_25,RP_50,RP_100,RP_250,RP_500,RP_1000,AED
Meherpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.9053835249547,1638.846192410532,2.9726569594604415
Narail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bogra,0.0,70391.30415776264,104883.58535734247,166036.13436818626,211375.96903990148,235637.98133869722,278039.26786595443,300821.6320902508,320761.89549100574,39826.52616733455
Joypurhat,0.0,0.0,0.0,0.0,1165.4633896381913,1325.663054002156,1873.930655963347,2452.737493349125,3654.717633529973,52.621813576867
Naogaon,0.0,0.0,0.0,477.93384114435975,154445.85475508933,173892.2579156734,237119.93672581026,251317.71577115142,286142.50867064303,6584.214715020483
Natore,0.0,590.512942694327,2427.1567421146565,3304.662701459455,45133.95855476566,51129.9091722242,63698.650942241395,68870.48922723814,76172.23188955852,2375.690847739265
Nawabganj,0.0,3384.0155904599374,5605.937767274256,8635.761034133997,13290.64468413712,94341.44774134066,110312.34833531467,128405.74642030214,166362.71072516375,3656.478304187949
Pabna,0.0,30289.75686047275,56391.57006694373,96524.75326394042,121477.20076709226,141064.0766249222,164345.16745169263,180802.03433296166,198596.66745149775,20615.864696861798
Rajshahi,0.0,63165.2112311132,83410.04100439981,101577.97747447141,118840.35625263736,156867.23520604416,190043.97474965596,207100.71601327826,222842.91623431141,30379.86517001416
Sirajganj,0.0,39856.43129463983,59576.24699855485,87714.14333597742,118869.75744171535,153681.48571434672,190914.1266466584,221665.78464713116,248212.33801744974,22806.88711209867
Dinajpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaibandha,0.0,51756.77407411926,77344.19883812268,123238.1481442769,150327.9788481243,184375.4272280109,233340.93375542373,291093.4944065296,351903.9325481363,29733.069130032683
Kurigram,0.0,75030.37505552128,125806.81163269118,207346.56873254094,281718.57807804836,368960.6304498182,495717.16810736194,576958.9447835728,662807.7669874156,49004.19111871817
Lalmonirhat,0.0,1612.3495767735621,2049.812893014235,5447.027242144674,6479.181244664417,10723.452767679617,13582.861581787218,16287.067960681998,18475.671820203614,1087.5317009807238
Nilphamari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panchagarh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rangpur,0.0,0.0,0.0,89.86470707287162,112.73751490758065,119.13908364284862,177.68720384310305,177.68720384310305,177.68720384310305,8.284539844396685
Thakurgaon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Habiganj,0.0,0.0,0.0,43270.865661908545,59176.79266187528,67137.33626934896,89769.19630676806,111199.4604155851,162502.7974371366,4329.722345902716
Maulvibazar,0.0,0.0,0.0,37562.66583257198,221304.75673826243,228541.74752431305,287682.18740656995,298624.3548532339,340992.9092691803,10302.989611913186
Sunamganj,0.0,3321.3310589861353,105491.43497108582,263518.73570623033,593468.9622795633,687491.2752060984,899282.3722756054,956283.3679588787,1085034.754048489,47093.18211387595
Sylhet,0.0,0.0,14753.417679036918,40354.28112370766,250566.41122804765,263285.4716439739,336329.74679686455,363420.5711545687,413006.6995656143,13218.8627829149
Mymensingh,0.0,0.0,0.0,23055.328545783737,54668.32236258361,72237.96852161984,89203.08005714226,102748.39210721063,115097.50409961493,3415.365882841826
Netrakona,0.0,0.0,32935.871986637445,44883.68026482121,82256.38598303996,305376.4484649215,361848.2477337373,442580.60703925876,461584.40294571687,12581.965221525792
Sherpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamalpur,0.0,23123.66950306384,49376.96926298276,133413.4139171923,191690.22873201885,272950.34578568354,382679.0995525044,450660.9549866847,520000.6387588547,24414.314363038193
