admin1_name,RP_2,RP_5,RP_10,RP_25,RP_50,RP_100,RP_250,RP_500,RP_1000,AED
BGD.1_1,189093.21215036453,411512.4277405106,756708.8538434441,1586156.9907995323,2465775.9343012217,3269247.6942126034,4244934.974632474,4894648.559388086,5376810.797860379,430120.10008292703
BGD.2_1,33564.685284558334,179785.40948901547,556887.8051285883,1073362.786529963,1533356.6948429148,2089736.671482821,2931285.6096416325,3593494.151760003,4284786.965779095,226124.13483369176
BGD.3_1,119232.80894281293,261545.12601795187,420416.43682589615,707353.1033867169,1395082.031926029,1913813.3340339928,2762372.794254765,4227275.660307896,5529739.92192459,254334.7538914751
BGD.4_1,480187.29216957034,1438601.3674934146,1790886.2530151268,2309722.537607135,2669004.0358149186,3010113.038300846,3450753.352261627,3735058.019211419,3994339.6486012745,908040.1265846435
BGD.8_1,0.0,0.0,0.0,0.0,0.0,1311.1388736274796,15595.397209161227,45554.35368717297,94651.27437731322,261.2529593245789
BGD.5_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGD.6_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGD.7_1,0.0,0.0,0.0,179.84498515541327,246.866786676031,2071.840186105829,82284.53927747965,158111.2842424761,321183.7972348012,999.3940598304675
