admin1_name,RP_2,RP_5,RP_10,RP_25,RP_50,RP_100,RP_250,RP_500,RP_1000,AED
BGD.1_1,146084.0074442909,323321.56720561546,562073.9008313654,1236598.319428284,1916728.0400941009,2617609.949600921,3586672.8836156866,4310109.897496565,4916428.171243772,335771.6398221273
BGD.2_1,26390.49335738934,134780.29594465386,405282.3569224443,819697.5360679139,1193958.980303925,1632805.9918489014,2432220.3805547566,3025677.8326000837,3681695.7961236755,173136.6155106968
BGD.3_1,110005.5477162615,225727.33984038257,348135.52985933935,581104.7879758955,1135659.26241503,1528300.136674412,2297973.3249021587,3474284.8914802917,4683453.678233933,217026.08970702486
BGD.4_1,384218.4261395551,1183230.5471371252,1507071.8632232696,2036835.6243107817,2385021.5849940744,2744820.842512229,3178000.7230865634,3462481.0715942373,3758909.81112351,759480.4487636228
BGD.8_1,0.0,0.0,0.0,0.0,0.0,957.7039081854768,8645.068418576207,29860.112931917713,66534.91602747158,170.4124546474666
BGD.5_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGD.6_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGD.7_1,0.0,0.0,0.0,82.37729186890672,175.9792693360023,809.0614480337919,59689.878240058984,113699.70371004211,224609.41747637984,705.6736293985142
