admin2_name,RP_2,RP_5,RP_10,RP_25,RP_50,RP_100,RP_250,RP_500,RP_1000,AED
Comilla,0.0,19371.707115601814,22964.218795273675,36660.91597838857,58919.06150849263,85346.5186511878,152916.24781600197,195112.48163675654,249977.44148160738,10920.913754484132
Cox'S Bazar,914.2332276741859,28836.01112463915,125477.91964541574,274726.2288428255,368167.6780517891,467023.2960852887,615943.8048902593,708569.6902092678,780228.9862147124,46455.890065102474
Feni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.76208966104761,1074.9867737015395,1.2465109530236347
Khagrachhari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshmipur,882.6792199383129,1516.1717686187624,1945.0592430167017,2677.8748800464573,4768.0813774705175,21465.623838159758,44267.00898989221,84217.71200841563,128096.25730716922,1829.8124664110148
Narayanganj,0.0,34438.39094073203,57202.350883112165,97806.80100083078,142512.98565114595,207639.71591352503,360166.13196941954,644490.6712376238,904239.3031281682,25080.727362130114
Narsingdi,0.0,21583.164109992784,30817.699344004526,58076.69690971632,82522.74777855401,114701.78115309509,184791.93078531115,251489.8189851914,339422.42104621703,14100.513182047536
Rajbari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shariatpur,12913.741627214573,17947.26381222938,20094.665619659376,29395.976471699872,40779.07016146251,52531.01763979609,85972.36679017165,134131.9825684598,198017.57301259183,15382.691781824504
Tangail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dhaka,3807.963434105509,4437.414137383358,23953.896701621612,53162.518028994324,387645.7250504112,494424.54611134244,671397.6849241798,1119146.192119286,1515158.947962521,26449.55696987082
Faridpur,34045.00605393385,36496.68689134959,39377.77274484528,44940.61584438066,49596.04551540267,54049.39486433297,59147.87606608176,68292.93112975312,84163.651298933,32046.99819027075
Gazipur,0.0,0.0,0.0,0.0,11893.971204412874,26270.19008201582,45552.36758761543,94229.07329204802,140328.71349334694,1011.5776553363205
Gopalganj,0.0,9073.892366337483,33994.836762784944,102291.21252697671,157041.73885598837,226816.6898874786,323048.62923728983,380486.885719572,440385.30401622574,17208.46591902414
Kishoreganj,0.0,4059.175398304802,7941.231141786512,15489.384540965166,33555.865307529115,67602.22915267695,126472.11242465873,208595.07932709903,319352.4987594582,4815.104280267861
Madaripur,39725.108887763854,42933.97110424295,66802.30101192737,86322.29072202425,108072.99657193864,127586.74354092171,185405.5273490333,238564.3821619179,308787.8135068954,43547.33644887909
Manikganj,12284.069293522116,14608.21337583468,14836.572224885642,14836.572224885642,14836.572224885642,14836.572224885642,18951.532492407878,25620.0263012371,32465.56349718947,11745.406346227848
Munshiganj,5300.405104605819,38218.55969314111,52325.00254576856,78300.77983275027,106719.60422063485,141980.97563350486,237303.9929269531,309560.1368870604,401470.51895153755,24182.454543999218
Satkhira,207292.44880631997,497954.1030596375,590314.7127426263,743009.0175101018,824293.3704495903,905399.2386413321,993822.958091921,1039089.2194435967,1090694.5286864976,324672.9015851007
Bagerhat,19653.0176539635,133184.55921536507,231983.017788151,402156.1674937939,524885.4626023511,635315.4404799893,761763.438178115,834453.5059351326,902573.8968893399,98217.3674669406
Chuadanga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessore,0.0,2721.1875571874452,4491.541274724242,14425.7020351758,24818.559545930104,47532.344646518395,68087.4094832517,93577.93279879673,125990.3553808259,3127.6102166121577
Jhenaidah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
